filename	word
ADI2TJDFT.txt	PROCEDENTE
ADI2TJDFT.txt	EM
ADI2TJDFT.txt	RAZÃO
ADI2TJDFT.txt	DO
ADI2TJDFT.txt	VÍCIO
ADI2TJDFT.txt	FORMAL.
ADI2TJDFT.txt	Tanto
ADI2TJDFT.txt	o
ADI2TJDFT.txt	Decreto
ADI2TJDFT.txt	n.º
ADI2TJDFT.txt	10.829/87,
ADI2TJDFT.txt	quanto
ADI2TJDFT.txt	a
ADI2TJDFT.txt	Portaria
ADI2TJDFT.txt	n.º
ADI2TJDFT.txt	314/92,
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Instituto
ADI2TJDFT.txt	Brasileiro
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Patrimônio
ADI2TJDFT.txt	Cultural
ADI2TJDFT.txt	IBPC,
ADI2TJDFT.txt	hoje
ADI2TJDFT.txt	Instituto
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Patrimônio
ADI2TJDFT.txt	Histórico
ADI2TJDFT.txt	e
ADI2TJDFT.txt	Artístico
ADI2TJDFT.txt	Nacional
ADI2TJDFT.txt	IPHAN,
ADI2TJDFT.txt	conferem
ADI2TJDFT.txt	ao
ADI2TJDFT.txt	Governador
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Distrito
ADI2TJDFT.txt	Federal
ADI2TJDFT.txt	competência
ADI2TJDFT.txt	privativa
ADI2TJDFT.txt	para
ADI2TJDFT.txt	iniciar
ADI2TJDFT.txt	o
ADI2TJDFT.txt	processo
ADI2TJDFT.txt	legislativo,
ADI2TJDFT.txt	quando
ADI2TJDFT.txt	se
ADI2TJDFT.txt	tratar
ADI2TJDFT.txt	o
ADI2TJDFT.txt	tema
ADI2TJDFT.txt	de
ADI2TJDFT.txt	uso
ADI2TJDFT.txt	e
ADI2TJDFT.txt	ocupação
ADI2TJDFT.txt	do
ADI2TJDFT.txt	solo
ADI2TJDFT.txt	em
ADI2TJDFT.txt	todo
ADI2TJDFT.txt	o
ADI2TJDFT.txt	território
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Distrito
ADI2TJDFT.txt	Federal.
ADI2TJDFT.txt	ACÓRDÃO
ADI2TJDFT.txt	Acordam
ADI2TJDFT.txt	os
ADI2TJDFT.txt	Desembargadores
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Conselho
ADI2TJDFT.txt	Especial
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Tribunal
ADI2TJDFT.txt	de
ADI2TJDFT.txt	Justiça
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Distrito
ADI2TJDFT.txt	Federal
ADI2TJDFT.txt	e
ADI2TJDFT.txt	dos
ADI2TJDFT.txt	Territórios
ADI2TJDFT.txt	LÉCIO
ADI2TJDFT.txt	RESENDE
ADI2TJDFT.txt	Relator,
ADI2TJDFT.txt	JOÃO
ADI2TJDFT.txt	MAIORISI
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	ROMÃO
ADI2TJDFT.txt	C.
ADI2TJDFT.txt	OLIVEIRA
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	DÁCIO
ADI2TJDFT.txt	VIEIRA
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	SÉRGIO
ADI2TJDFT.txt	BITTENCOURT
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	LECIR
ADI2TJDFT.txt	MANOEL
ADI2TJDFT.txt	DA
ADI2TJDFT.txt	LUZ
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	CARMELITA
ADI2TJDFT.txt	BRASIL
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	WALDIR
ADI2TJDFT.txt	LEÔNCIO
ADI2TJDFT.txt	LOPES
ADI2TJDFT.txt	JÚNIOR
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	J.J.
ADI2TJDFT.txt	COSTA
ADI2TJDFT.txt	CARVALHO
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	HUMBERTO
ADI2TJDFT.txt	ADJUTO
ADI2TJDFT.txt	ULHÔA
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	NÍDIA
ADI2TJDFT.txt	CORRÊA
ADI2TJDFT.txt	LIMA
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	ANA
ADI2TJDFT.txt	MARIA
ADI2TJDFT.txt	DUARTE
ADI2TJDFT.txt	AMARANTE
ADI2TJDFT.txt	BRITO
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	CRUZ
ADI2TJDFT.txt	MACEDO
ADI2TJDFT.txt	-
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	ROBERBAL
ADI2TJDFT.txt	CASEMIRO
ADI2TJDFT.txt	BELINATI
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	SILVÂNIO
ADI2TJDFT.txt	BARBOSA
ADI2TJDFT.txt	DOS
ADI2TJDFT.txt	SANTOS
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	OTÁVIO
ADI2TJDFT.txt	AUGUSTO
ADI2TJDFT.txt	Vogal,
ADI2TJDFT.txt	sob
ADI2TJDFT.txt	a
ADI2TJDFT.txt	presidência
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Desembargador
ADI2TJDFT.txt	OTÁVIO
ADI2TJDFT.txt	AUGUSTO,
ADI2TJDFT.txt	em
ADI2TJDFT.txt	proferir
ADI2TJDFT.txt	a
ADI2TJDFT.txt	seguinte
ADI2TJDFT.txt	decisão:
ADI2TJDFT.txt	JULGOU-SE
ADI2TJDFT.txt	PROCEDENTE
ADI2TJDFT.txt	A
ADI2TJDFT.txt	AÇÃO,
ADI2TJDFT.txt	POR
ADI2TJDFT.txt	MAIORIA,
ADI2TJDFT.txt	de
ADI2TJDFT.txt	acordo
ADI2TJDFT.txt	com
ADI2TJDFT.txt	a
ADI2TJDFT.txt	ata
ADI2TJDFT.txt	do
ADI2TJDFT.txt	julgamento
ADI2TJDFT.txt	e
ADI2TJDFT.txt	notas
ADI2TJDFT.txt	taquigráficas.
ADI2TJDFT.txt	Brasília
ADI2TJDFT.txt	(DF),
ADI2TJDFT.txt	17
ADI2TJDFT.txt	de
ADI2TJDFT.txt	maio
ADI2TJDFT.txt	de
ADI2TJDFT.txt	2011
ADI2TJDFT.txt	Des.
ADI2TJDFT.txt	LÉCIO
ADI2TJDFT.txt	RESENDE
ADI2TJDFT.txt	Relator
ADI2TJDFT.txt	R
ADI2TJDFT.txt	E
ADI2TJDFT.txt	L
ADI2TJDFT.txt	A
ADI2TJDFT.txt	T
ADI2TJDFT.txt	Ó
ADI2TJDFT.txt	R
ADI2TJDFT.txt	I
ADI2TJDFT.txt	O
ADI2TJDFT.txt	A
ADI2TJDFT.txt	PROCURADORA-GERAL
ADI2TJDFT.txt	DE
ADI2TJDFT.txt	JUSTIÇA
ADI2TJDFT.txt	DO
ADI2TJDFT.txt	DISTRITO
ADI2TJDFT.txt	FEDERAL
ADI2TJDFT.txt	E
ADI2TJDFT.txt	TERRITÓRIOS
ADI2TJDFT.txt	propõe
ADI2TJDFT.txt	Ação
ADI2TJDFT.txt	Direta
ADI2TJDFT.txt	de
ADI2TJDFT.txt	Inconstitucionalidade
ADI2TJDFT.txt	em
ADI2TJDFT.txt	face
ADI2TJDFT.txt	das
ADI2TJDFT.txt	Leis
ADI2TJDFT.txt	distritais
ADI2TJDFT.txt	n.º
ADI2TJDFT.txt	747,
ADI2TJDFT.txt	de
ADI2TJDFT.txt	23
ADI2TJDFT.txt	de
ADI2TJDFT.txt	agosto
ADI2TJDFT.txt	de
ADI2TJDFT.txt	1994,
ADI2TJDFT.txt	e
ADI2TJDFT.txt	2.018,
ADI2TJDFT.txt	de
ADI2TJDFT.txt	28
ADI2TJDFT.txt	de
ADI2TJDFT.txt	julho
ADI2TJDFT.txt	de
ADI2TJDFT.txt	1998,
ADI2TJDFT.txt	e
ADI2TJDFT.txt	da
ADI2TJDFT.txt	Lei
ADI2TJDFT.txt	Complementar
ADI2TJDFT.txt	distrital
ADI2TJDFT.txt	n.º
ADI2TJDFT.txt	380,
ADI2TJDFT.txt	de
ADI2TJDFT.txt	4
ADI2TJDFT.txt	de
ADI2TJDFT.txt	abril
ADI2TJDFT.txt	de
ADI2TJDFT.txt	2001,
ADI2TJDFT.txt	que
ADI2TJDFT.txt	tratam
ADI2TJDFT.txt	da
ADI2TJDFT.txt	ocupação
ADI2TJDFT.txt	de
ADI2TJDFT.txt	áreas
ADI2TJDFT.txt	públicas
ADI2TJDFT.txt	na
ADI2TJDFT.txt	Região
ADI2TJDFT.txt	Administrativa
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Paranoá
ADI2TJDFT.txt	RA
ADI2TJDFT.txt	VII,
ADI2TJDFT.txt	sob
ADI2TJDFT.txt	a
ADI2TJDFT.txt	alegação
ADI2TJDFT.txt	de
ADI2TJDFT.txt	afronta
ADI2TJDFT.txt	aos
ADI2TJDFT.txt	artigos
ADI2TJDFT.txt	3º,
ADI2TJDFT.txt	item
ADI2TJDFT.txt	XI,
ADI2TJDFT.txt	52,
ADI2TJDFT.txt	100,
ADI2TJDFT.txt	itens
ADI2TJDFT.txt	VI
ADI2TJDFT.txt	e
ADI2TJDFT.txt	XXI,
ADI2TJDFT.txt	e
ADI2TJDFT.txt	321,
ADI2TJDFT.txt	todos
ADI2TJDFT.txt	da
ADI2TJDFT.txt	Lei
ADI2TJDFT.txt	Orgânica
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Distrito
ADI2TJDFT.txt	Federal
ADI2TJDFT.txt	LODF.
ADI2TJDFT.txt	Narra
ADI2TJDFT.txt	que
ADI2TJDFT.txt	as
ADI2TJDFT.txt	normas
ADI2TJDFT.txt	impugnadas
ADI2TJDFT.txt	padecem
ADI2TJDFT.txt	de
ADI2TJDFT.txt	inconstitucionalidade
ADI2TJDFT.txt	formal,
ADI2TJDFT.txt	em
ADI2TJDFT.txt	razão
ADI2TJDFT.txt	de
ADI2TJDFT.txt	disciplinarem
ADI2TJDFT.txt	matérias
ADI2TJDFT.txt	de
ADI2TJDFT.txt	iniciativa
ADI2TJDFT.txt	legislativa
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Chefe
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Poder
ADI2TJDFT.txt	Executivo,
ADI2TJDFT.txt	as
ADI2TJDFT.txt	quais
ADI2TJDFT.txt	não
ADI2TJDFT.txt	poderiam
ADI2TJDFT.txt	ter
ADI2TJDFT.txt	sido
ADI2TJDFT.txt	propostas
ADI2TJDFT.txt	por
ADI2TJDFT.txt	membros
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Poder
ADI2TJDFT.txt	Legislativo,
ADI2TJDFT.txt	em
ADI2TJDFT.txt	afronta
ADI2TJDFT.txt	aos
ADI2TJDFT.txt	dispositivos
ADI2TJDFT.txt	acima
ADI2TJDFT.txt	aludidos.
ADI2TJDFT.txt	Requer
ADI2TJDFT.txt	a
ADI2TJDFT.txt	procedência
ADI2TJDFT.txt	do
ADI2TJDFT.txt	pedido
ADI2TJDFT.txt	para
ADI2TJDFT.txt	declarar,
ADI2TJDFT.txt	em
ADI2TJDFT.txt	tese
ADI2TJDFT.txt	e
ADI2TJDFT.txt	com
ADI2TJDFT.txt	efeitos
ADI2TJDFT.txt	ex
ADI2TJDFT.txt	tunc
ADI2TJDFT.txt	e
ADI2TJDFT.txt	eficácia
ADI2TJDFT.txt	erga
ADI2TJDFT.txt	omnes,
ADI2TJDFT.txt	a
ADI2TJDFT.txt	inconstitucionalidade
ADI2TJDFT.txt	das
ADI2TJDFT.txt	Leis
ADI2TJDFT.txt	distritais
ADI2TJDFT.txt	n.º
ADI2TJDFT.txt	747/1994
ADI2TJDFT.txt	e
ADI2TJDFT.txt	2.018/1998,
ADI2TJDFT.txt	bem
ADI2TJDFT.txt	como
ADI2TJDFT.txt	da
ADI2TJDFT.txt	Lei
ADI2TJDFT.txt	Complementar
ADI2TJDFT.txt	distrital
ADI2TJDFT.txt	n.º
ADI2TJDFT.txt	380/2001.
ADI2TJDFT.txt	Com
ADI2TJDFT.txt	a
ADI2TJDFT.txt	inicial
ADI2TJDFT.txt	vieram
ADI2TJDFT.txt	os
ADI2TJDFT.txt	documentos
ADI2TJDFT.txt	de
ADI2TJDFT.txt	fls.
ADI2TJDFT.txt	11/15.
ADI2TJDFT.txt	O
ADI2TJDFT.txt	Presidente
ADI2TJDFT.txt	da
ADI2TJDFT.txt	Câmara
ADI2TJDFT.txt	Legislativa
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Distrito
ADI2TJDFT.txt	Federal,
ADI2TJDFT.txt	nas
ADI2TJDFT.txt	informações
ADI2TJDFT.txt	de
ADI2TJDFT.txt	fls.
ADI2TJDFT.txt	21/25,
ADI2TJDFT.txt	afirma
ADI2TJDFT.txt	que
ADI2TJDFT.txt	as
ADI2TJDFT.txt	matérias
ADI2TJDFT.txt	tratadas
ADI2TJDFT.txt	nas
ADI2TJDFT.txt	leis
ADI2TJDFT.txt	distritais
ADI2TJDFT.txt	e
ADI2TJDFT.txt	na
ADI2TJDFT.txt	lei
ADI2TJDFT.txt	complementar
ADI2TJDFT.txt	impugnadas
ADI2TJDFT.txt	não
ADI2TJDFT.txt	estão
ADI2TJDFT.txt	incluídas
ADI2TJDFT.txt	no
ADI2TJDFT.txt	rol
ADI2TJDFT.txt	daquelas
ADI2TJDFT.txt	cuja
ADI2TJDFT.txt	iniciativa
ADI2TJDFT.txt	de
ADI2TJDFT.txt	lei
ADI2TJDFT.txt	é
ADI2TJDFT.txt	privativa
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Governador
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Distrito
ADI2TJDFT.txt	Federal,
ADI2TJDFT.txt	não
ADI2TJDFT.txt	havendo
ADI2TJDFT.txt	se
ADI2TJDFT.txt	falar
ADI2TJDFT.txt	em
ADI2TJDFT.txt	vício
ADI2TJDFT.txt	de
ADI2TJDFT.txt	iniciativa.
ADI2TJDFT.txt	Sustenta
ADI2TJDFT.txt	que
ADI2TJDFT.txt	é
ADI2TJDFT.txt	da
ADI2TJDFT.txt	Câmara
ADI2TJDFT.txt	distrital
ADI2TJDFT.txt	a
ADI2TJDFT.txt	competência
ADI2TJDFT.txt	para
ADI2TJDFT.txt	a
ADI2TJDFT.txt	matéria
ADI2TJDFT.txt	constante
ADI2TJDFT.txt	das
ADI2TJDFT.txt	leis
ADI2TJDFT.txt	acoimadas
ADI2TJDFT.txt	de
ADI2TJDFT.txt	inconstitucional,
ADI2TJDFT.txt	conforme
ADI2TJDFT.txt	previsto
ADI2TJDFT.txt	no
ADI2TJDFT.txt	art.
ADI2TJDFT.txt	58,
ADI2TJDFT.txt	da
ADI2TJDFT.txt	LODF.
ADI2TJDFT.txt	O
ADI2TJDFT.txt	Governador
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Distrito
ADI2TJDFT.txt	Federal
ADI2TJDFT.txt	presta
ADI2TJDFT.txt	informações
ADI2TJDFT.txt	às
ADI2TJDFT.txt	fls.
ADI2TJDFT.txt	27/30,
ADI2TJDFT.txt	nas
ADI2TJDFT.txt	quais
ADI2TJDFT.txt	concorda
ADI2TJDFT.txt	com
ADI2TJDFT.txt	o
ADI2TJDFT.txt	pedido
ADI2TJDFT.txt	de
ADI2TJDFT.txt	declaração
ADI2TJDFT.txt	de
ADI2TJDFT.txt	inconstitucionalidade
ADI2TJDFT.txt	das
ADI2TJDFT.txt	normas
ADI2TJDFT.txt	objurgadas,
ADI2TJDFT.txt	em
ADI2TJDFT.txt	virtude
ADI2TJDFT.txt	de
ADI2TJDFT.txt	serem
ADI2TJDFT.txt	formalmente
ADI2TJDFT.txt	inconstitucionais.
ADI2TJDFT.txt	A
ADI2TJDFT.txt	manifestação
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Procurador-Geral
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Distrito
ADI2TJDFT.txt	Federal,
ADI2TJDFT.txt	às
ADI2TJDFT.txt	fls.
ADI2TJDFT.txt	32/37,
ADI2TJDFT.txt	é
ADI2TJDFT.txt	no
ADI2TJDFT.txt	sentido
ADI2TJDFT.txt	de
ADI2TJDFT.txt	opinar
ADI2TJDFT.txt	pela
ADI2TJDFT.txt	procedência
ADI2TJDFT.txt	do
ADI2TJDFT.txt	pedido
ADI2TJDFT.txt	quanto
ADI2TJDFT.txt	à
ADI2TJDFT.txt	alegação
ADI2TJDFT.txt	de
ADI2TJDFT.txt	inconstitucionalidade
ADI2TJDFT.txt	formal
ADI2TJDFT.txt	das
ADI2TJDFT.txt	normas
ADI2TJDFT.txt	impugnadas.
ADI2TJDFT.txt	Parecer
ADI2TJDFT.txt	Ministerial
ADI2TJDFT.txt	de
ADI2TJDFT.txt	fls.
ADI2TJDFT.txt	39/43
ADI2TJDFT.txt	oficiando
ADI2TJDFT.txt	pelo
ADI2TJDFT.txt	conhecimento
ADI2TJDFT.txt	da
ADI2TJDFT.txt	ação
ADI2TJDFT.txt	direta
ADI2TJDFT.txt	e
ADI2TJDFT.txt	pela
ADI2TJDFT.txt	procedência
ADI2TJDFT.txt	do
ADI2TJDFT.txt	pedido
ADI2TJDFT.txt	deduzido
ADI2TJDFT.txt	na
ADI2TJDFT.txt	inicial.
ADI2TJDFT.txt	É
ADI2TJDFT.txt	o
ADI2TJDFT.txt	Relatório.
ADI2TJDFT.txt	V
ADI2TJDFT.txt	O
ADI2TJDFT.txt	T
ADI2TJDFT.txt	O
ADI2TJDFT.txt	S
ADI2TJDFT.txt	O
ADI2TJDFT.txt	Senhor
ADI2TJDFT.txt	Desembargador
ADI2TJDFT.txt	LÉCIO
ADI2TJDFT.txt	RESENDE
ADI2TJDFT.txt	Relator
ADI2TJDFT.txt	A
ADI2TJDFT.txt	PROCURADORA-GERAL
ADI2TJDFT.txt	DE
ADI2TJDFT.txt	JUSTIÇA
ADI2TJDFT.txt	DO
ADI2TJDFT.txt	DISTRITO
ADI2TJDFT.txt	FEDERAL
ADI2TJDFT.txt	E
ADI2TJDFT.txt	TERRITÓRIOS
ADI2TJDFT.txt	propõe
ADI2TJDFT.txt	Ação
ADI2TJDFT.txt	Direta
ADI2TJDFT.txt	de
ADI2TJDFT.txt	Inconstitucionalidade
ADI2TJDFT.txt	em
ADI2TJDFT.txt	face
ADI2TJDFT.txt	das
ADI2TJDFT.txt	Leis
ADI2TJDFT.txt	distritais
ADI2TJDFT.txt	n.º
ADI2TJDFT.txt	747,
ADI2TJDFT.txt	de
ADI2TJDFT.txt	23
ADI2TJDFT.txt	de
ADI2TJDFT.txt	agosto
ADI2TJDFT.txt	de
ADI2TJDFT.txt	1994,
ADI2TJDFT.txt	e
ADI2TJDFT.txt	2.018,
ADI2TJDFT.txt	de
ADI2TJDFT.txt	28
ADI2TJDFT.txt	de
ADI2TJDFT.txt	julho
ADI2TJDFT.txt	de
ADI2TJDFT.txt	1998,
ADI2TJDFT.txt	e
ADI2TJDFT.txt	da
ADI2TJDFT.txt	Lei
ADI2TJDFT.txt	Complementar
ADI2TJDFT.txt	distrital
ADI2TJDFT.txt	n.º
ADI2TJDFT.txt	380,
ADI2TJDFT.txt	de
ADI2TJDFT.txt	4
ADI2TJDFT.txt	de
ADI2TJDFT.txt	abril
ADI2TJDFT.txt	de
ADI2TJDFT.txt	2001,
ADI2TJDFT.txt	que
ADI2TJDFT.txt	tratam
ADI2TJDFT.txt	da
ADI2TJDFT.txt	ocupação
ADI2TJDFT.txt	de
ADI2TJDFT.txt	áreas
ADI2TJDFT.txt	públicas
ADI2TJDFT.txt	na
ADI2TJDFT.txt	Região
ADI2TJDFT.txt	Administrativa
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Paranoá
ADI2TJDFT.txt	RA
ADI2TJDFT.txt	VII.
ADI2TJDFT.txt	Em
ADI2TJDFT.txt	síntese,
ADI2TJDFT.txt	aduz
ADI2TJDFT.txt	a
ADI2TJDFT.txt	requerente
ADI2TJDFT.txt	que
ADI2TJDFT.txt	as
ADI2TJDFT.txt	normas
ADI2TJDFT.txt	impugnadas
ADI2TJDFT.txt	padecem
ADI2TJDFT.txt	de
ADI2TJDFT.txt	inconstitucionalidade
ADI2TJDFT.txt	formal,
ADI2TJDFT.txt	em
ADI2TJDFT.txt	razão
ADI2TJDFT.txt	de
ADI2TJDFT.txt	disciplinarem
ADI2TJDFT.txt	matérias
ADI2TJDFT.txt	de
ADI2TJDFT.txt	iniciativa
ADI2TJDFT.txt	legislativa
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Chefe
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Poder
ADI2TJDFT.txt	Executivo,
ADI2TJDFT.txt	as
ADI2TJDFT.txt	quais
ADI2TJDFT.txt	não
ADI2TJDFT.txt	poderiam
ADI2TJDFT.txt	ter
ADI2TJDFT.txt	sido
ADI2TJDFT.txt	propostas
ADI2TJDFT.txt	por
ADI2TJDFT.txt	membros
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Poder
ADI2TJDFT.txt	Legislativo,
ADI2TJDFT.txt	em
ADI2TJDFT.txt	afronta
ADI2TJDFT.txt	aos
ADI2TJDFT.txt	artigos
ADI2TJDFT.txt	3º,
ADI2TJDFT.txt	item
ADI2TJDFT.txt	XI,
ADI2TJDFT.txt	52,
ADI2TJDFT.txt	100,
ADI2TJDFT.txt	itens
ADI2TJDFT.txt	VI
ADI2TJDFT.txt	e
ADI2TJDFT.txt	XXI,
ADI2TJDFT.txt	e
ADI2TJDFT.txt	321,
ADI2TJDFT.txt	todos
ADI2TJDFT.txt	da
ADI2TJDFT.txt	Lei
ADI2TJDFT.txt	Orgânica
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Distrito
ADI2TJDFT.txt	Federal
ADI2TJDFT.txt	LODF.
ADI2TJDFT.txt	Requer
ADI2TJDFT.txt	a
ADI2TJDFT.txt	procedência
ADI2TJDFT.txt	do
ADI2TJDFT.txt	pedido
ADI2TJDFT.txt	para
ADI2TJDFT.txt	declarar,
ADI2TJDFT.txt	em
ADI2TJDFT.txt	tese
ADI2TJDFT.txt	e
ADI2TJDFT.txt	com
ADI2TJDFT.txt	efeitos
ADI2TJDFT.txt	ex
ADI2TJDFT.txt	tunc
ADI2TJDFT.txt	e
ADI2TJDFT.txt	eficácia
ADI2TJDFT.txt	erga
ADI2TJDFT.txt	omnes,
ADI2TJDFT.txt	a
ADI2TJDFT.txt	inconstitucionalidade
ADI2TJDFT.txt	das
ADI2TJDFT.txt	citadas
ADI2TJDFT.txt	normas.
ADI2TJDFT.txt	Preliminarmente,
ADI2TJDFT.txt	verifica-se
ADI2TJDFT.txt	claramente
ADI2TJDFT.txt	na
ADI2TJDFT.txt	inicial
ADI2TJDFT.txt	que,
ADI2TJDFT.txt	ao
ADI2TJDFT.txt	cotejar
ADI2TJDFT.txt	infringência
ADI2TJDFT.txt	à
ADI2TJDFT.txt	Lei
ADI2TJDFT.txt	Orgânica
ADI2TJDFT.txt	do
ADI2TJDFT.txt	Distrito
ADI2TJDFT.txt	Federal,
ADI2TJDFT.txt	a
ADI2TJDFT.txt	presente
ADI2TJDFT.txt	Ação
ADI2TJDFT.txt	Direta
ADI2TJDFT.txt	objetiva
ADI2TJDFT.txt	garantir
ADI2TJDFT.txt	os
ADI2TJDFT.txt	princípios
ADI2TJDFT.txt	expressos
ADI2TJDFT.txt	na
ADI2TJDFT.txt	Carta
ADI2TJDFT.txt	Magna,
ADI2TJDFT.txt	sendo
ADI2TJDFT.txt	certo
ADI2TJDFT.txt	que
ADI2TJDFT.txt	a
ADI2TJDFT.txt	via
ADI2TJDFT.txt	adequada
ADI2TJDFT.txt	para
ADI2TJDFT.txt	se
ADI2TJDFT.txt	discutir
ADI2TJDFT.txt	a
ADI2TJDFT.txt	inconstitucionalidade
ADI2TJDFT.txt	de
ADI2TJDFT.txt	lei
ADI2TJDFT.txt	é
ADI2TJDFT.txt	a
ADI2TJDFT.txt	Ação
ADI2TJDFT.txt	Direta
ADI2TJDFT.txt	de
ADI2TJDFT.txt	Inconstitucionalidade.
ADI2TJDFT.txt	Conforme
ADI2TJDFT.txt	estipula
ADI2TJDFT.txt	a
ADI2TJDFT.txt	alínea
ADI2TJDFT.txt	“a”
ADI2TJDFT.txt	do
ADI2TJDFT.txt	item
ADI2TJDFT.txt	I
ADI2TJDFT.txt	do
ADI2TJDFT.txt	art.
ADI2TJDFT.txt	102
ADI2TJDFT.txt	da
ADI2TJDFT.txt	Carta
ADI2TJDFT.txt	Magna,
ADI2TJDFT.txt	as
ADI2TJDFT.txt	leis
ADI2TJDFT.txt	e
ADI2TJDFT.txt	os
ADI2TJDFT.txt	atos
ADI2TJDFT.txt	normativos
